場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點,AED地點描述
碩妃健康事業股份有限公司,民權東路三段二號15樓,63000040,25.0621266,121.544137,其他,其他場所,台北市中山區民權東路三段二號,15樓
文山銀髮人才服務據點,興隆路二段88號2樓,63000080,25.00027763,121.5488165,其他,其他場所,據點大廳,位於據點大廳內
臺北捷運東區地下街,大安路1段77號地下1樓,63000030,25.041695,121.546424,大型購物場所,地下街,第四廣場10號出入口,東區地下街第四廣場10號出入口下方旁
臺北市立育成高級中學,重陽路366號,63000090,25.033608,121.608512,學校、大型集會場所,高中職,校門口1F穿堂,育成高中進大門一樓穿堂(靠左側牆面)
臺北巿大安區龍安國民小學,新生南路3段33號,63000030,25.023922,121.534885,其他,其他場所,台北市大安區龍安國民小學,入大門口川堂右轉健康中心門口(公共電話旁)
臺北市大同區延平國民小學,昌吉街97號,63000060,25.066047,121.512454,其他,其他場所,學務處門旁,校門進入，至穿堂，左側第1間學務處，門旁
臺北市內湖區麗湖國民小學,金湖路363巷8號,63000100,25.072992,121.601146,其他,其他場所,1樓風雨操場(健康中心旁),1樓風雨操場(健康中心旁)
臺北市內湖區麗湖國民小學,金湖路363巷8號,63000100,25.072992,121.601146,其他,其他場所,3樓游泳池,3樓游泳池(游泳池辦公室旁)
甲山林湯旅(JSL HOTEL),興安街60號,63000040,25.0559733,121.5397017,旅宿場所,旅館,一樓大廳,飯店櫃台大廳左前方
健身工廠萬隆廠,興隆路一段15號2樓,63000080,25.0043458,121.5405182,大型休閒場所,運動場館(如小巨蛋),台北市文山區興隆路一段15號2樓,AED位於教練部旁伸展區柱子上
BEYOND FITNESS,安和路二段81號B1,63000030,25.0301277,121.5522728,學校、大型集會場所,健身房,櫃台旁櫃子,下樓後左手邊，櫃台旁櫃子
臺北市立重慶國民中學,敦煌路19號,63000060,25.076266,121.518102,學校、大型集會場所,國中,中庭/總務處外牆,由校門口進入後，直走，穿過中庭，即可看到總務處右側外牆。
新北投71園區,開明街71號,63000120,25.141611,121.502361,其他,其他場所,園區內一樓廣場，右棟樓梯間右側，穿堂入口左側,(114年9月至115年4月期間，71園區將作為耐震補強工程施作場域，出入口由工程廠商管控。)由義方國小舊校舍整修而成，建物呈Ｌ型的連棟四層樓校舍，為臺北市藝響空間網之一。
藍陽國際有限公司,基隆路一段25號1樓,63000020,25.048408,121.569123,學校、大型集會場所,健身房,體能王區,體能王區-聳立之牆與戶外門中間
全創適能有限公司 / 橡體有限公司,中山北路1段33巷25號,63000040,25.048546,121.523022,學校、大型集會場所,健身房,面對啞鈴區左側柱上,面對啞鈴區左側柱上
春天酒店股份有限公司,幽雅路18號,63000120,25.137585,121.513555,旅宿場所,旅館,台北市北投區幽雅路18號 春天酒店 大廳1F,"台北市北投區幽雅路18號春天酒店 大廳1F
(放置於大廳顯眼處，入口進來後右手邊即可看到，及時取用方便。)"
國立臺灣大學(校總區),羅斯福路4段1號,63000030,25.016323,121.534463,學校、大型集會場所,大專院校,法律霖澤館,管理員室前方
臺北農產運銷股份有限公司 總公司(第二果菜批發市場),民族東路336號,63000040,25.067471,121.537218,其他,其他場所,5樓行政中心,5樓行政中心，穿堂廣場
國立臺北藝術大學_衛生保健組,學園路1號衛生保健組,63000120,25.132518,121.469682,學校、大型集會場所,大專院校,衛生保健組,活動中心2樓衛生保健組辦公室外走廊
臺北市立成淵高級中學,承德路2段235號,63000060,25.061177,121.518454,學校、大型集會場所,高中職,健康中心前走廊,學校內健康中心前面
國立臺灣大學(校總區),羅斯福路4段1號,63000030,25.016323,121.534463,學校、大型集會場所,大專院校,管理教研館,大門正前方
臺北市立南門國民中學,廣州街6號(臺北市立南門國民中學),63000050,25.033992,121.509089,其他,其他場所,南門國中,仁愛樓泳池門口
世方旅居文旅,松江路485號,63000040,25.0672047,121.5336575,旅宿場所,旅館,一樓大廳進門左手邊,松江路建國北路口
樸苒安有限公司,承德路三段25號2.3樓,63000060,25.0640643,121.5185486,學校、大型集會場所,健身中心,櫃台左前方,2廁所、飲水機左側
永安棧 WESTGATEHOTEL,中華路一段150號,63000070,25.0428894,121.5080496,旅宿場所,旅館,中華路一段150號,飯店大廳
國立故宮博物院,至善路2段221號,63000110,25.10235,121.548432,大型休閒場所,博物館,第1展覽館1樓大廳,第一展覽館(正館)1樓大廳語音導覽服務台旁
富驛時尚酒店,南京東路三段131號,63000040,25.0522472,121.5406666,旅宿場所,旅館,進門左側,進門左側
柯旅天閣股份有限公司,忠孝東路五段297號,63000020,25.04114669,121.5728493,旅宿場所,旅館,交誼廳,交誼廳
臺北市士林區富安國民小學,延平北路8段135號,63000110,25.105869,121.482442,其他,其他場所,學校穿堂,學校穿堂
承攜行旅台北重慶館,重慶北路一段62號,63000060,25.0518459,121.5138259,旅宿場所,旅館,旅館大廳,旅館一樓大廳
城市商旅台北南東館,南京東路五段411號,63000010,25.0515071,121.570012,旅宿場所,旅館,一樓大廳,一樓大廳
希芙健康股份有限公司,南京東路二段100號,63000040,25.0517577,121.5319808,大型休閒場所,運動場館(如小巨蛋),櫃台前方,置於場所櫃台正前方
中山國中星耀樓,民權東路三段106巷3弄2號,63000010,25.0613514,121.5456185,大型休閒場所,運動場館(如小巨蛋),1樓電梯旁,大門進來左轉
台北時代寓所,幸福里林森南路7號,63000050,25.0439639,121.5235742,旅宿場所,旅館,本館3F健身房,健身房置物櫃側邊下方處
台北時代寓所,幸福里林森南路7號,63000050,25.0439639,121.5235742,旅宿場所,旅館,本館大廳,大廳電梯旁
阿樹國際旅店,八德路三段76號,63000010,25.0480759,121.5526449,旅宿場所,飯店,飯店4樓大廳,設置於阿樹國際旅店4樓大廳
國立故宮博物院,至善路2段221號,63000110,25.10235,121.548432,大型休閒場所,博物館,至善園入口,至善園位於國立故宮博物院天下為公牌坊旁
世正經貿大樓,經貿二路66號,63000090,25.057065,121.616403,其他,其他場所,台北市南港區世正經貿大樓2樓服務台旁,台北市南港區經貿二路66號2樓服務台旁
國揚健康事業有限公司,松德路65號B1,63000020,25.0384449,121.576699,學校、大型集會場所,健身中心,右側入口,核心肌地健身房
Curves 女性專用30分鐘健身中心南京小巨蛋店,南京東路4段50號4樓之2,63000010,25.05143,121.55342,學校、大型集會場所,健身房,伸展區前方,櫃台旁，運動圈50公分左右，伸展區前方。
臺北市立古亭國民中學,中華路二段465號,63000050,25.024756,121.509983,學校、大型集會場所,國中,古亭國中一校健康中心門口,古亭國中一校健康中心門口
憶昕體能訓練有限公司,長安東路2段204號1樓,63000040,25.049564,121.521914,學校、大型集會場所,健身房,2F,2F樓梯旁
第一華僑大飯店,南京東路二段63號,63000040,25.0522811,121.530225,旅宿場所,飯店,進門後右前方,進門後右前方
給力健身房民生店,民生東路三段128號B1,63000010,25.057173,121.546995,學校、大型集會場所,健身房,健身區,置物櫃旁，場館正中間
台新國際商業銀行建北分行,建國北路２段17號,63000040,25.054128,121.537452,其他,其他場所,分行大廳右側,分行大廳右側，通往二樓樓梯旁
台新國際商業銀行敦南分行,仁愛路四段118號1樓,63000030,25.037574,121.550076,其他,其他場所,分行主要出入口,放置於ATM提款機及櫃檯交接處，分行主要出入口右側。
台新國際商業銀行內湖大樓,舊宗路２段207號1樓,63000100,25.072963,121.574025,其他,其他場所,1樓大廳電梯旁,1樓大廳電梯旁，保全右後方
台新國際商業銀行忠孝分行,忠孝東路４段282號1樓,63000030,25.041196,121.555495,其他,其他場所,忠孝分行1樓大廳,忠孝分行1樓大廳
愛表現體能學院,朱崙街60號B1,63000040,25.0498442,121.5435493,其他,其他場所,本場所櫃檯上,一進門就能清楚看到
Anytime Fitness 信義安和店,信義路四段279號B1-1,63000030,25.033374,121.554724,學校、大型集會場所,健身房,Anytime Fitness台北信義安和店,"緊急求生告示板旁
腿部伸展機左前方"
臺北車站智選假日酒店,重慶北路一段73號,63000060,25.0522756,121.5142533,旅宿場所,飯店,櫃台旁,櫃台右側
國立臺灣大學(校總區),羅斯福路4段1號,63000030,25.016323,121.534463,學校、大型集會場所,大專院校,戶外游泳池,門口左側
米窩,忠孝西路1段50號7樓、7樓之1、之2、之3、8樓,63000050,25.0421407,121.5198716,旅宿場所,旅館,忠孝西路1段50號7樓,忠孝西路1段50號7樓
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,學生宿舍一舍電梯旁,學生宿舍一舍電梯旁
社子公園,永平街20巷37弄對面,63000110,25.090899,121.506612,其他,其他場所,閱覽室門口,閱覽室門口明顯處
青年公園,水源路199號-駐警隊,63000070,25.021782,121.506684,其他,其他場所,青年公園駐警室,青年公園1號入口旁青年公園駐警室
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,本校大孝館8樓,大孝館8樓 柏英廳外
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,大義館,大義館1樓 電梯旁
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,宏裕科技研究大樓1樓電梯旁,從新生南路警衛室進來，左邊第二棟為第六教學大樓，從第六教學大樓進入，即是宏裕科技研究大樓，AED在宏裕科技研究大樓1樓電梯旁
大安森林公園,新生南路2段1號,63000030,25.030199,121.535496,其他,其他場所,大安森林公園音樂台辦公室,大安森林公園音樂台後方辦公室入口
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,本校大成館,大成館1樓，政治學系辦公室對面
臺北市古亭地政事務所,萬隆街47之12號3樓,63000080,25.000662,121.536974,其他,其他場所,本所3F入口處,本所3F入口處左手邊
和平青草園,西園路二段42號,63000070,25.03271143,121.4973483,其他,其他場所,和平青草園綠化教室門口,和平青草園綠化教室門口
青年公園,水源路199號-駐警隊,63000070,25.021782,121.506684,其他,其他場所,青年公園管理所辦公室,青年公園管理所辦公室門口
士林203號公園,111台北市士林區中山北路五段378巷26號,63000110,25.0905543,121.530167,其他,其他場所,陽明所辦公室後方空地旁建物,辦公室後方空地旁建物明顯處
台灣虎航股份有限公司,敦化北路405巷123弄3號,63000010,25.06304,121.557636,長距離交通工具,航空器,B-50027航機，第13排 DEF行李艙,B-50027航機
二二八和平公園,懷寧街103號,63000050,25.04184,121.514159,其他,其他場所,二二八和平公園駐警室,二二八和平公園駐警室門口
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,億光大樓1樓(近電梯),億光大樓1樓(近電梯)
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,忠孝東路警衛室,忠孝東路警衛室
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,衛生保健組,第二教學大樓一樓走廊
南港公園,東新街170之1號,63000090,25.045919,121.591476,其他,其他場所,南港公園駐警室內,進駐警室大門內左側牆上
台北南港威秀影城,經貿二路131號5樓,63000090,25.05934497,121.6175826,大型休閒場所,電影片映演場所(戲院、電影院),台北南港威秀影城,5樓售票處旁
臺北市立臺北特殊教育學校,忠誠路二段207巷3號,63000110,25.116617,121.536225,學校、大型集會場所,高中職,臺北特殊教育學校,一樓健康中心內
臺北市立圖書館大同分館,重慶北路3段318號,63000060,25.074304,121.513555,大型休閒場所,圖書館,臺北市立圖書館大同分館入口處右側，服務台旁之牆面。,臺北市立圖書館大同分館入口處右側，服務台旁之牆面。
臺北試演場,延平北路四段200號2樓,63000060,25.075687,121.5116,大型休閒場所,演藝廳,二樓大廳,設置位置於2樓大廳
臺北市文山區志清國民小學,景福街21巷5號,63000080,24.998665,121.538908,其他,其他場所,川堂,川堂
臺北市立圖書館東湖分館,五分街6號,63000100,25.067415,121.61261,大型休閒場所,圖書館,圖書館大門口內,圖書館1F大門口內，進門內左側牆上。
臺北市立圖書館總館,建國南路二段125號,63000030,25.029152,121.538369,大型休閒場所,圖書館,1樓大廳(往2樓樓梯旁),1樓大廳(往2樓樓梯旁)
臺北市立圖書館景新分館,景後街151號5-10樓,63000080,24.990124,121.542015,其他,其他場所,景新分館7樓的落地窗旁,景新分館7樓的落地窗旁
臺北市立圖書館三民分館,民生東路5段163-1號5樓,63000010,25.0587,121.563141,其他,其他場所,5樓資訊檢索區,民生社區活動中心圖書館5樓資訊檢索區
臺北市立圖書館葫蘆堵分館,延平北路五段136巷1號5樓,63000110,25.082193,121.510873,大型休閒場所,圖書館,5樓服務台後方,5樓面對服務台右側
藝響空間-林森59,林森北路5巷9號,63000050,25.0453245,121.524221,其他,其他場所,本場館1Ｆ,走進一樓大門左邊的牆面
臺北市中正區健康服務中心,羅斯福路一段8號,63000050,25.0326066,121.5180767,其他,其他場所,中心大廳左邊位置(2個電視牆中間位置),臺北市中正區羅斯福路一段8號4樓-中心大廳左邊位置(2個電視牆中間位置)
臺北市立永吉國民中學,松隆路161號,63000020,25.048236,121.574145,其他,其他場所,活動中心一樓，游泳池外川堂,永吉國中活動中心一樓，游泳池外川堂
中國信託商業銀行 (行政大樓),安康路22巷33號,63000100,25.0614696,121.5941194,其他,其他場所,一樓大廳轉乘處,一樓大廳轉乘處
中國信託商業銀行,台北市南港區經貿二路168號1樓,63000090,25.0589412,121.616187,其他,其他場所,A棟1樓大廳,櫃檯旁邊
中國信託商業銀行,台北市南港區經貿二路168號1樓,63000090,25.0589412,121.616187,其他,其他場所,經貿二路168號Ｃ棟１樓(服務台旁),經貿二路168號Ｃ棟１樓(商場1F服務台旁)
中國信託商業銀行,台北市南港區經貿二路168號1樓,63000090,25.0589412,121.616187,其他,其他場所,台北市南港區經貿二路188號1F,B棟1樓大廳
中國信託商業銀行,台北市南港區經貿二路168號1樓,63000090,25.0589412,121.616187,其他,其他場所,台北市南港區經貿二路168號2樓,位於南港中國信託金融園區A棟2樓，餐廳、手扶梯正對面
中國信託商業銀行,台北市南港區經貿二路168號1樓,63000090,25.0589412,121.616187,其他,其他場所,經貿二路168號B棟3F,全聯前
長順區民活動中心,長順街臨127號,63000070,25.031361,121.4907293,其他,其他場所,活動中心內,活動中心內
臺北市博嘉實驗國民小學,木柵路4段159巷14-1號,63000080,25.001764,121.57582,其他,其他場所,校門口警衛室,校門口警衛室
臺北市信義公民會館（四四南村）,松勤街52號,63000020,25.0314202,121.5620206,其他,其他場所,入口大廳左側,信義公民會館(四四南村)入口大廳左側
潤泰旭展股份有限公司(CITYLINK南港店),忠孝東路七段369號,63000090,25.05267019,121.6072083,大型購物場所,商場,C棟11F,C棟11樓喜樂時代影城手扶梯旁
見潭璞旅,承德路四段250號,63000110,25.0891784,121.5204553,旅宿場所,旅館,旅館大廳,見潭璞旅入住大廳進口右手邊。
星能股份有限公司,瑞光路480號12樓,63000100,25.0787224,121.569001,其他,其他場所,台北市內湖區瑞光路480號12樓,台北市內湖區瑞光路480號12樓
泛亞工程建設股份有限公司,忠孝東路4段219號7樓,63000030,25.0420032,121.5334554,其他,其他場所,本公司大廳,位於忠孝敦化捷運站2號出口，步行約2分鐘到華新大樓7樓，即到本公司所在地
圓山步道,中山北路四段登山步道,63000040,25.0769595,121.5256057,其他,其他場所,初二觀景平台,初二觀景平台
圓山步道,中山北路四段登山步道,63000040,25.0769595,121.5256057,其他,其他場所,微風平台,微風平台
圓山步道,中山北路四段登山步道,63000040,25.0769595,121.5256057,其他,其他場所,台北市中山區中山北路四段,打印台
格拉斯麗台北飯店,忠孝東路二段89號3樓,63000050,25.0431085,121.530698,旅宿場所,飯店,飯店3樓大廳禮賓桌旁,飯店3樓大廳禮賓桌旁
台北生技園區,忠孝東路七段508號2樓,63000090,25.0522286,121.6099135,其他,其他場所,2樓大廳,2樓大廳服務台對面
圓山步道,中山北路四段登山步道,63000040,25.0769595,121.5256057,其他,其他場所,老地方,老地方
圓山步道,中山北路四段登山步道,63000040,25.0769595,121.5256057,其他,其他場所,繁榮台北,繁榮台北
臺北市私立喬治高級工商職業學校,基隆路二段155號,63000020,25.025907,121.554505,學校、大型集會場所,高中職,浩然樓1F實習處辦公室前,浩然樓1F實習處辦公室前
臺北市私立喬治高級工商職業學校,基隆路二段155號,63000020,25.025907,121.554505,學校、大型集會場所,高中職,霞雲樓1F梯廳,霞雲樓1F梯廳
臺北市私立衛理女子高級中學,至善路2段321號,63000110,25.101757,121.55231,學校、大型集會場所,高中職,住校處,住校處
臺北市私立衛理女子高級中學,至善路2段321號,63000110,25.101757,121.55231,學校、大型集會場所,高中職,桌球室,桌球室
強大肌力訓練中心有限公司,樂群二路265巷32號,63000040,25.081045,121.572785,其他,其他場所,台北市中山區樂群二路265巷32號 本中心櫃台上方,進入訓練中心門口右手邊櫃檯上
洛碁大飯店驛,黎明里重慶南路一段21號,63000050,25.0458122,121.5133545,旅宿場所,旅館,大廳座位區,大廳休息區
財團法人中華民國唐氏症基金會附設臺北市私立唐氏症居家長照機構,忠孝東路七段520號七樓,63000090,25.0523336,121.6108117,其他,其他場所,入門左側,入門左側
台北南港雀客藏居,重陽路59號,63000090,25.055903,121.5967075,旅宿場所,旅館,櫃檯前方,櫃檯前方
臺北捷運南港展覽館站BR24,南港路1段32號,63000090,25.05539,121.617555,交通要衝,捷運站,地下1樓,桌球區
台北中山雅樂軒酒店,雙城街一號,63000040,25.0658309,121.5243036,旅宿場所,飯店,台北中山雅樂軒 - 一樓大廳電梯前方,台北中山雅樂軒 - 一樓大廳電梯前方
立法院(中山南路1號),中山南路1號,63000050,25.043902,121.519537,學校、大型集會場所,立法院,本院會客室,"一樓會客室25.044014, 121.519638"
煦陽適能空間,汀洲路四段173號1樓,63000080,25.004467,121.5357806,學校、大型集會場所,健身房,櫃台,櫃台旁櫃子上
Vital Essence Fitness 運動賦能,"Section 3, Xinsheng S Rd, 98號6樓",63000030,25.0169982,121.5329259,大型休閒場所,運動場館(如小巨蛋),本館大廳,本館大廳
立法院(中山南路1號),中山南路1號,63000050,25.043902,121.519537,學校、大型集會場所,立法院,醫務室,醫務室門口
立法院(濟南路一段1號),濟南路一段1號,63000050,25.043252,121.519895,學校、大型集會場所,立法院,群賢樓-1樓,群賢-1樓電梯旁
中山國中星耀樓,民權東路三段106巷3弄2號,63000010,25.0613514,121.5456185,大型休閒場所,運動場館(如小巨蛋),2樓電梯旁,2樓電梯出來右邊
畢人體能有限公司Berenfit,信義路四段199巷32號,63000030,25.0353243,121.5515828,學校、大型集會場所,健身房,健身房放鬆區,進入門口後直走到底右手邊
臺北市私立新民國民小學,辛亥路一段113號,63000030,25.022224,121.531661,其他,其他場所,學務處-健康中心,學務處-健康中心
力康健康事業股份有限公司,內湖路一段356號2樓,63000100,25.081453,121.5705162,其他,其他場所,健康管理中心內,健康管理中心內
力康運動醫學機構天母館,明德路365號學思樓3樓,63000120,25.1186138,121.5192037,其他,其他場所,運動教室,走廊
力康運動醫學機構萬隆館,羅斯福路五段127號1樓,63000080,25.004707,121.539156,其他,其他場所,本館教室內,櫃檯旁
新光三越百貨股份有限公司台北信義分公司二館,松高路12號,63000020,25.038021,121.56673,大型購物場所,百貨業,4F醫務室,4F醫務室
維京健身工作室,義理街81號,63000120,25.1180834,121.5159794,學校、大型集會場所,健身房,大廳,一樓入口右側
柯旅天閣股份有限公司開封分公司,開封街一段33號1樓,63000050,25.04606111,121.512915,旅宿場所,飯店,本館大廳,一樓大廳
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,陽明校區-軍艦岩親山步道入口,陽明校區實驗動物中心旁軍艦岩親山步道入口
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,陽明校區守仁樓一樓駐警隊值班室,陽明校區守仁樓一樓駐警隊值班室
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,男一舍一樓門口,陽明校區男一舍一樓門口外
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,男五舍一樓門口外,陽明校區男五舍一樓門口外
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,陽明校區山頂操場,陽明校區山頂操場司令台下一樓器材室門口外
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,生物醫學大樓一樓外面風雨走廊,陽明校區生物醫學大樓一樓外面風雨走廊
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,醫學二館一樓門口外,陽明校區醫學二館一樓門口外
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,知行樓前棟，人社院一樓音前廳,陽明校區知行樓前棟，人社院一樓音前廳還書箱旁.
國立陽明交通大學-陽明校區,立農街2段155號（陽明交通大學）,63000120,25.120313,121.514794,學校、大型集會場所,大專院校,實驗大樓一樓東側走廊,陽明校區實驗大樓一樓東側走道還書箱前
臺北市大同區太平國民小學,延平北路二段239號,63000060,25.061411,121.511471,其他,其他場所,行政大樓一樓,行政大樓一樓穿堂，總務處門口旁
臺北市大安區金華國民小學,愛國東路79巷11號,63000030,25.032275,121.527675,其他,其他場所,川堂左側/警衛室門旁,川堂左側/警衛室門旁
雀客藏居 台北?湖,成功路二段512號,63000100,25.0741594,121.589652,旅宿場所,旅館,大廳一樓  進門口右轉,一樓櫃台的側邊
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學四維堂,四維堂(古蹟)
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學莊敬一．二．三舍,莊敬一二三服務台前
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學莊敬九舍１樓,莊敬九舍
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,傳播學院門口右側,傳播學院門口右側
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,達賢圖書館,達賢圖書館入門左側
臺北市中正運動中心,信義路一段1號1F,63000050,25.03836826,121.5193062,大型休閒場所,運動場館(如小巨蛋),1樓櫃台,1樓櫃台大廳右側
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學國際大樓１樓,國際大樓一樓華語中心
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,後山警衛室,後山警衛室內
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學自強六舍１樓,自強5.6舍服務台前
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,道藩樓一樓,道藩樓一樓入門左側牆
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學季陶樓,季陶樓大門
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,商學院,商學院一樓門口服務台旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學四維網球場,四維網球場風雲樓
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,社資中心一樓入門右側,政治大學社資中心
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,新聞館,新聞館入門右側
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學百年樓１樓,文學院百年樓
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學山上運動場,山上運動場籃球場旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,中正圖書館,中正圖書館入門左側靠牆
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學游泳館,游泳館
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,井塘樓,井塘樓入門右側
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,行政大樓二樓,行政大樓二樓
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學自強十舍Ａ,自強10舍服務台前A
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學ＩＨＯＵＳＥ政大國際學生會館,秀明路二段112巷17號
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學自強十舍Ｂ,自強十舍B-第二台
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學國際關係研究中心,畜養樓
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,綜合院館北棟一樓,綜合院館北棟一樓電梯旁
臺北市中正運動中心,信義路一段1號1F,63000050,25.03836826,121.5193062,大型休閒場所,運動場館(如小巨蛋),B2游泳池辦公室,B2游泳池辦公室
洛碁大飯店忠孝館,忠孝東路四段180號,63000030,25.0411234,121.5515646,旅宿場所,旅館,4樓餐廳,出電梯左手邊
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,綜合院館南棟七樓,綜合院館南棟七樓電梯旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,藝文中心大禮堂,藝文中心大禮堂禮堂內出入口
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,藝文中心三樓,藝文中心三樓門口
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學逸仙樓１樓,逸仙樓
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,電子計算機中心1樓,電子計算機中心1樓電梯佈告欄旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學研究暨創新育成總中心,創新暨研究育成中心
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學自強二舍,自強三舍
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學環山網球場,網球場管理室
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學自強九舍,自強九舍
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學自強七．八舍,自強7.8舍交誼廳
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,綜合院館南棟1樓,綜合院館南棟1樓電梯旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學志希樓１樓,志希樓
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,大仁樓,大仁樓2樓入門左側飲水機旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學體育館,體育館
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,國立政治大學學思樓４樓,學思樓4樓逃生口旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,校門口警衛室,校門口警衛室門口
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,研究大樓4樓,研究大樓4樓電梯旁
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,綜合院館北棟七樓,綜合院館北棟七樓電梯旁
